explainer,node,full,pruned,drop
GNNExplainer,182394,0.9604005217552185,0.9604005217552185,0.0
GNNExplainer,181921,0.9601716995239258,0.9601716995239258,0.0
GNNExplainer,153080,0.9601567387580872,0.9389423727989197,0.02121436595916748
GNNExplainer,181600,0.9593993425369263,0.9593993425369263,0.0
GNNExplainer,188996,0.9592540860176086,0.9592540860176086,0.0
GNNExplainer,203442,0.9591988325119019,0.9591988325119019,0.0
GNNExplainer,152634,0.959111750125885,0.9407925605773926,0.01831918954849243
GNNExplainer,139611,0.9590485692024231,0.940013587474823,0.019034981727600098
GNNExplainer,181891,0.9589077830314636,0.9589077830314636,0.0
GNNExplainer,172787,0.9588711857795715,0.9588711857795715,0.0
GNNExplainer,181147,0.9584906101226807,0.9569558501243591,0.0015347599983215332
GNNExplainer,182892,0.9582796096801758,0.9651354551315308,-0.0068558454513549805
GNNExplainer,152974,0.9582632780075073,0.9643688797950745,-0.006105601787567139
GNNExplainer,200582,0.9582526683807373,0.9582526683807373,0.0
GNNExplainer,189361,0.9579840302467346,0.9579840302467346,0.0
GNNExplainer,187488,0.9578867554664612,0.9578867554664612,0.0
GNNExplainer,182234,0.9578659534454346,0.9578659534454346,0.0
GNNExplainer,164472,0.9578601717948914,0.9578601717948914,0.0
GNNExplainer,189466,0.9577754139900208,0.9577754139900208,0.0
GNNExplainer,183702,0.9577088356018066,0.9577088356018066,0.0
GNNExplainer,168701,0.9575541615486145,0.9244653582572937,0.0330888032913208
GNNExplainer,183851,0.9572235941886902,0.9572235941886902,0.0
GNNExplainer,161205,0.956978440284729,0.956978440284729,0.0
GNNExplainer,178150,0.9569665789604187,0.9569665789604187,0.0
GNNExplainer,163997,0.9567664861679077,0.9386387467384338,0.018127739429473877
GNNExplainer,153493,0.9566290974617004,0.9325742721557617,0.02405482530593872
GNNExplainer,153065,0.9565333127975464,0.9565333127975464,0.0
GNNExplainer,187824,0.9563387036323547,0.9563387036323547,0.0
GNNExplainer,157038,0.9558861255645752,0.9558861255645752,0.0
GNNExplainer,180752,0.955832302570343,0.955832302570343,0.0
GNNExplainer,180005,0.9556698203086853,0.9592795372009277,-0.0036097168922424316
GNNExplainer,180474,0.9555920958518982,0.9555920958518982,0.0
GNNExplainer,182334,0.9550828337669373,0.9528214931488037,0.002261340618133545
GNNExplainer,175574,0.9548156261444092,0.8921585083007812,0.06265711784362793
GNNExplainer,182680,0.9546037316322327,0.9546037316322327,0.0
GNNExplainer,182293,0.9545585513114929,0.921501100063324,0.033057451248168945
GNNExplainer,185805,0.9540822505950928,0.7938741445541382,0.1602081060409546
GNNExplainer,183543,0.9540107846260071,0.9512999057769775,0.002710878849029541
GNNExplainer,166630,0.9539118409156799,0.9539118409156799,0.0
GNNExplainer,180669,0.9538224339485168,0.9523863792419434,0.0014360547065734863
GNNExplainer,183250,0.9534580707550049,0.9534580707550049,0.0
GNNExplainer,169351,0.9534394145011902,0.8897786736488342,0.06366074085235596
GNNExplainer,181034,0.9533539414405823,0.9315789937973022,0.02177494764328003
GNNExplainer,180709,0.9533143639564514,0.9618338346481323,-0.008519470691680908
GNNExplainer,191659,0.953167200088501,0.953167200088501,0.0
GNNExplainer,179540,0.9529014825820923,0.9476096034049988,0.005291879177093506
GNNExplainer,156326,0.9528666138648987,0.9528666138648987,0.0
PGExplainer,156156,0.9973662495613098,0.9973662495613098,0.0
PGExplainer,157029,0.9965468049049377,0.9965468049049377,0.0
PGExplainer,152680,0.99303138256073,0.99303138256073,0.0
PGExplainer,156391,0.992667019367218,0.992667019367218,0.0
PGExplainer,155935,0.9926121830940247,0.9926121830940247,0.0
PGExplainer,154134,0.9911880493164062,0.9997362494468689,-0.008548200130462646
PGExplainer,154797,0.9877311587333679,0.9877311587333679,0.0
PGExplainer,181547,0.9852826595306396,0.9852826595306396,0.0
PGExplainer,152802,0.980109691619873,0.980109691619873,0.0
PGExplainer,180971,0.9779311418533325,0.9779311418533325,0.0
PGExplainer,183415,0.9766556620597839,0.9766556620597839,0.0
PGExplainer,156303,0.9763409495353699,0.9763409495353699,0.0
PGExplainer,157398,0.9738446474075317,0.9738446474075317,0.0
PGExplainer,202841,0.9727576971054077,0.9727576971054077,0.0
PGExplainer,151167,0.972079336643219,0.972079336643219,0.0
PGExplainer,184832,0.9712315797805786,0.9712315797805786,0.0
PGExplainer,181146,0.9708734750747681,0.9424776434898376,0.02839583158493042
PGExplainer,159578,0.9706865549087524,0.9706865549087524,0.0
PGExplainer,180792,0.9701479077339172,0.9262555241584778,0.04389238357543945
PGExplainer,197779,0.9697405695915222,0.9697405695915222,0.0
PGExplainer,167164,0.9696446061134338,0.9696446061134338,0.0
PGExplainer,169706,0.969639241695404,0.969639241695404,0.0
PGExplainer,138314,0.9686693549156189,0.9686693549156189,0.0
PGExplainer,183949,0.968568742275238,0.968568742275238,0.0
PGExplainer,153641,0.9683645367622375,0.9683645367622375,0.0
PGExplainer,168700,0.9683018326759338,0.962390661239624,0.0059111714363098145
PGExplainer,150888,0.9679160714149475,0.9679160714149475,0.0
PGExplainer,187575,0.9671543836593628,0.9671543836593628,0.0
PGExplainer,187008,0.9666569232940674,0.9666569232940674,0.0
PGExplainer,184833,0.9658478498458862,0.9118815660476685,0.05396628379821777
PGExplainer,172369,0.9650875926017761,0.9650875926017761,0.0
PGExplainer,203294,0.9650117754936218,0.9650117754936218,0.0
PGExplainer,170368,0.9646749496459961,0.9454649090766907,0.01921004056930542
PGExplainer,151332,0.9641846418380737,0.9641846418380737,0.0
PGExplainer,179801,0.9638437628746033,0.9638437628746033,0.0
PGExplainer,188352,0.9635711908340454,0.9635711908340454,0.0
PGExplainer,182363,0.9632547497749329,0.9632547497749329,0.0
PGExplainer,153665,0.9631682634353638,0.9631682634353638,0.0
PGExplainer,202868,0.9631205797195435,0.9631205797195435,0.0
PGExplainer,180689,0.9630952477455139,0.9630952477455139,0.0
PGExplainer,189692,0.9629437923431396,0.9629437923431396,0.0
PGExplainer,189329,0.9629406929016113,0.9629406929016113,0.0
PGExplainer,182471,0.9626238942146301,0.9626238942146301,0.0
PGExplainer,169652,0.9625988602638245,0.9388309717178345,0.02376788854598999
PGExplainer,153837,0.962391197681427,0.9640920162200928,-0.0017008185386657715
PGExplainer,180001,0.9618034362792969,0.9618034362792969,0.0
PGExplainer,179296,0.961781919002533,0.9617636203765869,1.8298625946044922e-05
PGExplainer,179273,0.9617500305175781,0.9617500305175781,0.0
PGExplainer,172276,0.9613728523254395,0.9613728523254395,0.0
PGExplainer,160345,0.961310088634491,0.961310088634491,0.0
PGExplainer,179639,0.9606227874755859,0.9606227874755859,0.0
PGExplainer,182381,0.9604580402374268,0.9604580402374268,0.0
PGExplainer,180065,0.960420548915863,0.960420548915863,0.0
PGExplainer,182394,0.9604005217552185,0.9604005217552185,0.0
PGExplainer,181921,0.9601716995239258,0.9601716995239258,0.0
PGExplainer,153080,0.9601567387580872,0.9389423727989197,0.02121436595916748
PGExplainer,181600,0.9593993425369263,0.9593993425369263,0.0
PGExplainer,188996,0.9592540860176086,0.9592540860176086,0.0
PGExplainer,203442,0.9591988325119019,0.9591988325119019,0.0
PGExplainer,152634,0.959111750125885,0.9407925605773926,0.01831918954849243
PGExplainer,139611,0.9590485692024231,0.940013587474823,0.019034981727600098
PGExplainer,181891,0.9589077830314636,0.9589077830314636,0.0
PGExplainer,172787,0.9588711857795715,0.9588711857795715,0.0
PGExplainer,181147,0.9584906101226807,0.9569558501243591,0.0015347599983215332
PGExplainer,182892,0.9582796096801758,0.9651354551315308,-0.0068558454513549805
PGExplainer,152974,0.9582632780075073,0.9643688797950745,-0.006105601787567139
PGExplainer,200582,0.9582526683807373,0.9582526683807373,0.0
PGExplainer,189361,0.9579840302467346,0.9579840302467346,0.0
PGExplainer,187488,0.9578867554664612,0.9578867554664612,0.0
PGExplainer,182234,0.9578659534454346,0.9578659534454346,0.0
PGExplainer,164472,0.9578601717948914,0.9578601717948914,0.0
PGExplainer,189466,0.9577754139900208,0.9577754139900208,0.0
PGExplainer,183702,0.9577088356018066,0.9577088356018066,0.0
PGExplainer,168701,0.9575541615486145,0.9244653582572937,0.0330888032913208
PGExplainer,183851,0.9572235941886902,0.9572235941886902,0.0
PGExplainer,161205,0.956978440284729,0.956978440284729,0.0
PGExplainer,178150,0.9569665789604187,0.9569665789604187,0.0
PGExplainer,163997,0.9567664861679077,0.9386387467384338,0.018127739429473877
PGExplainer,153493,0.9566290974617004,0.9325742721557617,0.02405482530593872
PGExplainer,153065,0.9565333127975464,0.9565333127975464,0.0
PGExplainer,187824,0.9563387036323547,0.9563387036323547,0.0
PGExplainer,157038,0.9558861255645752,0.9558861255645752,0.0
PGExplainer,180752,0.955832302570343,0.955832302570343,0.0
PGExplainer,180005,0.9556698203086853,0.9592795372009277,-0.0036097168922424316
PGExplainer,180474,0.9555920958518982,0.9555920958518982,0.0
PGExplainer,182334,0.9550828337669373,0.9528214931488037,0.002261340618133545
PGExplainer,175574,0.9548156261444092,0.8921585083007812,0.06265711784362793
PGExplainer,182680,0.9546037316322327,0.9546037316322327,0.0
PGExplainer,182293,0.9545585513114929,0.921501100063324,0.033057451248168945
PGExplainer,185805,0.9540822505950928,0.7938741445541382,0.1602081060409546
PGExplainer,183543,0.9540107846260071,0.9512999057769775,0.002710878849029541
PGExplainer,166630,0.9539118409156799,0.9539118409156799,0.0
PGExplainer,180669,0.9538224339485168,0.9523863792419434,0.0014360547065734863
PGExplainer,183250,0.9534580707550049,0.9534580707550049,0.0
PGExplainer,169351,0.9534394145011902,0.8897786736488342,0.06366074085235596
PGExplainer,181034,0.9533539414405823,0.9315789937973022,0.02177494764328003
PGExplainer,180709,0.9533143639564514,0.9618338346481323,-0.008519470691680908
PGExplainer,191659,0.953167200088501,0.953167200088501,0.0
PGExplainer,179540,0.9529014825820923,0.9476096034049988,0.005291879177093506
PGExplainer,156326,0.9528666138648987,0.9528666138648987,0.0
